3.006834127287229652e+00 5.000000000000000278e-02 1.530953311311889498e-01 5.026822727027468324e-02 1.740658824221689160e+00 3.956703020503444385e-02 9.689437943762410077e-01 -1.495106864666526925e-01
3.006834127287229652e+00 5.256355481880120584e-02 1.601596061829050621e-01 5.557060325954397279e-02 1.815474404209832970e+00 4.237313806877755773e-02 9.665064291683835851e-01 -1.561325682710644758e-01
3.006834127287229652e+00 5.525854590378238840e-02 1.675315350375335965e-01 6.093946279696953877e-02 1.889108719830808081e+00 4.532060096927700843e-02 9.639075907755013661e-01 -1.630128635568622308e-01
3.006834127287229652e+00 5.809171213641415449e-02 1.752256611939727593e-01 6.628681500630145829e-02 1.961726879437166726e+00 4.841618165989684808e-02 9.611360413383347456e-01 -1.701608146716651615e-01
3.006834127287229652e+00 6.107013790800849828e-02 1.832569052028599210e-01 7.153203434580264475e-02 2.033632279486037309e+00 5.166776216881185935e-02 9.581793903838782267e-01 -1.775854105788947368e-01
3.006834127287229652e+00 6.420127083438707805e-02 1.916404072210184384e-01 7.661547162820661616e-02 2.105224479374144586e+00 5.508411597222146600e-02 9.550242040635382734e-01 -1.852951872990991344e-01
3.006834127287229652e+00 6.749294037880015917e-02 2.003914158738019091e-01 8.151366272744910157e-02 2.176934246421254215e+00 5.867449864909019680e-02 9.516561979173291386e-01 -1.932980920633930455e-01
3.006834127287229652e+00 7.095337742966287276e-02 2.095252727903364476e-01 8.625364108705421695e-02 2.249144456530703273e+00 6.244809955758322262e-02 9.480604789942320698e-01 -2.016014588278685349e-01
3.006834127287229652e+00 7.459123488206352570e-02 2.190575372622152461e-01 9.092268356286775655e-02 2.322114050875077496e+00 6.641346131447008194e-02 9.442217701295938515e-01 -2.102121290795780362e-01
3.006834127287229652e+00 7.841560927450845486e-02 2.290042712745258557e-01 9.566904885694343941e-02 2.395929586353350516e+00 7.057803630453342303e-02 9.401245222750860275e-01 -2.191367171047489404e-01
3.006834127287229652e+00 8.243606353500641803e-02 2.393824569322894891e-01 1.006895289954559680e-01 2.470511406068528704e+00 7.494808975323369316e-02 9.357528128142154067e-01 -2.283819613764466738e-01
3.006834127287229652e+00 8.666265089336977478e-02 2.502104501665603498e-01 1.062015845156141780e-01 2.545693898240960262e+00 7.952913605224999627e-02 9.310899595139218166e-01 -2.379550340621867377e-01
3.006834127287229652e+00 9.110594001952546095e-02 2.615083039054887926e-01 1.124019642812237457e-01 2.621377107187216282e+00 8.432696771893220811e-02 9.261178675483195954e-01 -2.478636244071097394e-01
3.006834127287229652e+00 9.577704145069482200e-02 2.732977570795294131e-01 1.194197251806177057e-01 2.697710441228662770e+00 8.934909376474438336e-02 9.208162650925751924e-01 -2.581156104693814735e-01
3.006834127287229652e+00 1.006876353735238344e-01 2.856017310578541357e-01 1.272777516441320200e-01 2.775228947117595713e+00 9.460610596621016333e-02 9.151621247366817924e-01 -2.687182298320316964e-01
3.006834127287229652e+00 1.058500008306337420e-01 2.984433398168324092e-01 1.358802270477167118e-01 2.854836704503748379e+00 1.001122266433207564e-01 9.091296507103345803e-01 -2.796768761749997556e-01
3.006834127287229652e+00 1.112770464246233965e-01 3.118446973316604809e-01 1.450397967576680103e-01 2.937552086774864790e+00 1.058842907569323005e-01 9.026911176547300908e-01 -2.909939379947066862e-01
3.006834127287229652e+00 1.169823425962995683e-01 3.258261003075788587e-01 1.545443969252204564e-01 3.024019500153031892e+00 1.119388633551162276e-01 8.958185111709772164e-01 -3.026683218986025437e-01
3.006834127287229652e+00 1.229801555578474981e-01 3.404062840090928410e-01 1.642417716370777325e-01 3.113949493695045589e+00 1.182882018956106090e-01 8.884853629068100167e-01 -3.146962432761723494e-01
3.006834127287229652e+00 1.292854829657923144e-01 3.556041761902934972e-01 1.740995011564139550e-01 3.205801556585316625e+00 1.249369059042576002e-01 8.806676989593307248e-01 -3.270733689784671161e-01
3.006834127287229652e+00 1.359140914229522712e-01 3.714418080198416128e-01 1.841970641238890316e-01 3.297054608899090855e+00 1.318817149758511886e-01 8.723430079349070443e-01 -3.397974922406793996e-01
3.006834127287229652e+00 1.428825559031582093e-01 3.879470321732463312e-01 1.946396681822105401e-01 3.385181935326383673e+00 1.391159620619404902e-01 8.634870138224209901e-01 -3.528700863385705877e-01
